site,county,pm25,datacreationdate,itemunit
潮州,屏東縣,21,"2026-03-07 02:00",μg/m3
恆春,屏東縣,7,"2026-03-07 02:00",μg/m3
臺東,臺東縣,5,"2026-03-07 02:00",μg/m3
花蓮,花蓮縣,14,"2026-03-07 02:00",μg/m3
陽明,臺北市,9,"2026-03-07 02:00",μg/m3
宜蘭,宜蘭縣,14,"2026-03-07 02:00",μg/m3
冬山,宜蘭縣,16,"2026-03-07 02:00",μg/m3
三重,新北市,17,"2026-03-07 02:00",μg/m3
中壢,桃園市,20,"2026-03-07 02:00",μg/m3
竹山,南投縣,5,"2026-03-07 02:00",μg/m3
西屯,臺中市,4,"2026-03-07 01:00",μg/m3
馬公,澎湖縣,14,"2026-03-07 01:00",μg/m3
金門,金門縣,25,"2026-03-07 01:00",μg/m3
馬祖,連江縣,23,"2026-03-07 01:00",μg/m3
埔里,南投縣,8,"2026-03-07 01:00",μg/m3
復興,高雄市,15,"2026-03-07 01:00",μg/m3
永和,新北市,21,"2026-03-07 01:00",μg/m3
竹山,南投縣,7,"2026-03-07 01:00",μg/m3
中壢,桃園市,18,"2026-03-07 01:00",μg/m3
三重,新北市,18,"2026-03-07 01:00",μg/m3
冬山,宜蘭縣,16,"2026-03-07 01:00",μg/m3
宜蘭,宜蘭縣,11,"2026-03-07 01:00",μg/m3
陽明,臺北市,10,"2026-03-07 01:00",μg/m3
花蓮,花蓮縣,2,"2026-03-07 01:00",μg/m3
臺東,臺東縣,0,"2026-03-07 01:00",μg/m3
恆春,屏東縣,3,"2026-03-07 01:00",μg/m3
潮州,屏東縣,18,"2026-03-07 01:00",μg/m3
屏東,屏東縣,15,"2026-03-07 01:00",μg/m3
小港,高雄市,16,"2026-03-07 01:00",μg/m3
前鎮,高雄市,15,"2026-03-07 01:00",μg/m3
前金,高雄市,14,"2026-03-07 01:00",μg/m3
左營,高雄市,12,"2026-03-07 01:00",μg/m3
楠梓,高雄市,15,"2026-03-07 01:00",μg/m3
林園,高雄市,20,"2026-03-07 01:00",μg/m3
大寮,高雄市,15,"2026-03-07 01:00",μg/m3
鳳山,高雄市,23,"2026-03-07 01:00",μg/m3
仁武,高雄市,12,"2026-03-07 01:00",μg/m3
橋頭,高雄市,14,"2026-03-07 01:00",μg/m3
美濃,高雄市,12,"2026-03-07 01:00",μg/m3
臺南,臺南市,10,"2026-03-07 01:00",μg/m3
安南,臺南市,8,"2026-03-07 01:00",μg/m3
善化,臺南市,9,"2026-03-07 01:00",μg/m3
新營,臺南市,8,"2026-03-07 01:00",μg/m3
嘉義,嘉義市,4,"2026-03-07 01:00",μg/m3
臺西,雲林縣,7,"2026-03-07 01:00",μg/m3
朴子,嘉義縣,7,"2026-03-07 01:00",μg/m3
新港,嘉義縣,9,"2026-03-07 01:00",μg/m3
崙背,雲林縣,9,"2026-03-07 01:00",μg/m3
斗六,雲林縣,6,"2026-03-07 01:00",μg/m3
南投,南投縣,5,"2026-03-07 01:00",μg/m3
二林,彰化縣,7,"2026-03-07 01:00",μg/m3
線西,彰化縣,11,"2026-03-07 01:00",μg/m3
彰化,彰化縣,7,"2026-03-07 01:00",μg/m3
忠明,臺中市,8,"2026-03-07 01:00",μg/m3
大里,臺中市,1,"2026-03-07 01:00",μg/m3
沙鹿,臺中市,9,"2026-03-07 01:00",μg/m3
豐原,臺中市,4,"2026-03-07 01:00",μg/m3
三義,苗栗縣,10,"2026-03-07 01:00",μg/m3
苗栗,苗栗縣,11,"2026-03-07 01:00",μg/m3
頭份,苗栗縣,9,"2026-03-07 01:00",μg/m3
新竹,新竹市,11,"2026-03-07 01:00",μg/m3
竹東,新竹縣,12,"2026-03-07 01:00",μg/m3
湖口,新竹縣,11,"2026-03-07 01:00",μg/m3
龍潭,桃園市,18,"2026-03-07 01:00",μg/m3
平鎮,桃園市,17,"2026-03-07 01:00",μg/m3
觀音,桃園市,13,"2026-03-07 01:00",μg/m3
大園,桃園市,20,"2026-03-07 01:00",μg/m3
桃園,桃園市,17,"2026-03-07 01:00",μg/m3
大同,臺北市,21,"2026-03-07 01:00",μg/m3
松山,臺北市,21,"2026-03-07 01:00",μg/m3
古亭,臺北市,15,"2026-03-07 01:00",μg/m3
萬華,臺北市,16,"2026-03-07 01:00",μg/m3
中山,臺北市,21,"2026-03-07 01:00",μg/m3
士林,臺北市,14,"2026-03-07 01:00",μg/m3
淡水,新北市,17,"2026-03-07 01:00",μg/m3
林口,新北市,19,"2026-03-07 01:00",μg/m3
菜寮,新北市,18,"2026-03-07 01:00",μg/m3
新莊,新北市,18,"2026-03-07 01:00",μg/m3
板橋,新北市,20,"2026-03-07 01:00",μg/m3
土城,新北市,15,"2026-03-07 01:00",μg/m3
新店,新北市,20,"2026-03-07 01:00",μg/m3
汐止,新北市,15,"2026-03-07 01:00",μg/m3
基隆,基隆市,20,"2026-03-07 01:00",μg/m3
林森,臺南市,14,"2026-03-07 01:00",μg/m3
員林,彰化縣,8,"2026-03-07 01:00",μg/m3
臺灣大道,臺中市,7,"2026-03-07 01:00",μg/m3
大城,彰化縣,13,"2026-03-07 01:00",μg/m3
富貴角,新北市,25,"2026-03-07 01:00",μg/m3
麥寮,雲林縣,8,"2026-03-07 01:00",μg/m3
關山,臺東縣,3,"2026-03-07 01:00",μg/m3
菜寮,新北市,15,"2026-03-07 00:00",μg/m3
新莊,新北市,20,"2026-03-07 00:00",μg/m3
陽明,臺北市,9,"2026-03-07 00:00",μg/m3
宜蘭,宜蘭縣,8,"2026-03-07 00:00",μg/m3
冬山,宜蘭縣,13,"2026-03-07 00:00",μg/m3
三重,新北市,19,"2026-03-07 00:00",μg/m3
中壢,桃園市,17,"2026-03-07 00:00",μg/m3
花蓮,花蓮縣,0,"2026-03-07 00:00",μg/m3
臺東,臺東縣,3,"2026-03-07 00:00",μg/m3
恆春,屏東縣,4,"2026-03-07 00:00",μg/m3
潮州,屏東縣,20,"2026-03-07 00:00",μg/m3
屏東,屏東縣,15,"2026-03-07 00:00",μg/m3
小港,高雄市,18,"2026-03-07 00:00",μg/m3
前鎮,高雄市,15,"2026-03-07 00:00",μg/m3
前金,高雄市,16,"2026-03-07 00:00",μg/m3
左營,高雄市,16,"2026-03-07 00:00",μg/m3
楠梓,高雄市,16,"2026-03-07 00:00",μg/m3
林園,高雄市,20,"2026-03-07 00:00",μg/m3
大寮,高雄市,14,"2026-03-07 00:00",μg/m3
鳳山,高雄市,19,"2026-03-07 00:00",μg/m3
仁武,高雄市,16,"2026-03-07 00:00",μg/m3
橋頭,高雄市,13,"2026-03-07 00:00",μg/m3
美濃,高雄市,9,"2026-03-07 00:00",μg/m3
臺南,臺南市,12,"2026-03-07 00:00",μg/m3
安南,臺南市,16,"2026-03-07 00:00",μg/m3
善化,臺南市,7,"2026-03-07 00:00",μg/m3
新營,臺南市,7,"2026-03-07 00:00",μg/m3
嘉義,嘉義市,6,"2026-03-07 00:00",μg/m3
臺西,雲林縣,10,"2026-03-07 00:00",μg/m3
朴子,嘉義縣,8,"2026-03-07 00:00",μg/m3
新港,嘉義縣,7,"2026-03-07 00:00",μg/m3
崙背,雲林縣,8,"2026-03-07 00:00",μg/m3
斗六,雲林縣,10,"2026-03-07 00:00",μg/m3
南投,南投縣,5,"2026-03-07 00:00",μg/m3
二林,彰化縣,10,"2026-03-07 00:00",μg/m3
線西,彰化縣,8,"2026-03-07 00:00",μg/m3
彰化,彰化縣,9,"2026-03-07 00:00",μg/m3
西屯,臺中市,7,"2026-03-07 00:00",μg/m3
忠明,臺中市,8,"2026-03-07 00:00",μg/m3
大里,臺中市,1,"2026-03-07 00:00",μg/m3
沙鹿,臺中市,9,"2026-03-07 00:00",μg/m3
豐原,臺中市,4,"2026-03-07 00:00",μg/m3
三義,苗栗縣,8,"2026-03-07 00:00",μg/m3
苗栗,苗栗縣,11,"2026-03-07 00:00",μg/m3
頭份,苗栗縣,11,"2026-03-07 00:00",μg/m3
新竹,新竹市,13,"2026-03-07 00:00",μg/m3
竹東,新竹縣,11,"2026-03-07 00:00",μg/m3
湖口,新竹縣,8,"2026-03-07 00:00",μg/m3
龍潭,桃園市,16,"2026-03-07 00:00",μg/m3
平鎮,桃園市,15,"2026-03-07 00:00",μg/m3
觀音,桃園市,16,"2026-03-07 00:00",μg/m3
大園,桃園市,15,"2026-03-07 00:00",μg/m3
桃園,桃園市,15,"2026-03-07 00:00",μg/m3
大同,臺北市,19,"2026-03-07 00:00",μg/m3
松山,臺北市,15,"2026-03-07 00:00",μg/m3
古亭,臺北市,14,"2026-03-07 00:00",μg/m3
萬華,臺北市,18,"2026-03-07 00:00",μg/m3
竹山,南投縣,10,"2026-03-07 00:00",μg/m3
永和,新北市,17,"2026-03-07 00:00",μg/m3
復興,高雄市,15,"2026-03-07 00:00",μg/m3
埔里,南投縣,9,"2026-03-07 00:00",μg/m3
馬祖,連江縣,23,"2026-03-07 00:00",μg/m3
金門,金門縣,30,"2026-03-07 00:00",μg/m3
馬公,澎湖縣,21,"2026-03-07 00:00",μg/m3
關山,臺東縣,6,"2026-03-07 00:00",μg/m3
麥寮,雲林縣,11,"2026-03-07 00:00",μg/m3
富貴角,新北市,25,"2026-03-07 00:00",μg/m3
大城,彰化縣,12,"2026-03-07 00:00",μg/m3
臺灣大道,臺中市,9,"2026-03-07 00:00",μg/m3
員林,彰化縣,4,"2026-03-07 00:00",μg/m3
林森,臺南市,14,"2026-03-07 00:00",μg/m3
板橋,新北市,12,"2026-03-07 00:00",μg/m3
土城,新北市,15,"2026-03-07 00:00",μg/m3
新店,新北市,15,"2026-03-07 00:00",μg/m3
汐止,新北市,16,"2026-03-07 00:00",μg/m3
基隆,基隆市,16,"2026-03-07 00:00",μg/m3
中山,臺北市,17,"2026-03-07 00:00",μg/m3
士林,臺北市,13,"2026-03-07 00:00",μg/m3
淡水,新北市,12,"2026-03-07 00:00",μg/m3
林口,新北市,15,"2026-03-07 00:00",μg/m3
朴子,嘉義縣,10,"2026-03-06 23:00",μg/m3
嘉義,嘉義市,8,"2026-03-06 23:00",μg/m3
新營,臺南市,13,"2026-03-06 23:00",μg/m3
善化,臺南市,12,"2026-03-06 23:00",μg/m3
安南,臺南市,19,"2026-03-06 23:00",μg/m3
臺南,臺南市,14,"2026-03-06 23:00",μg/m3
美濃,高雄市,17,"2026-03-06 23:00",μg/m3
橋頭,高雄市,19,"2026-03-06 23:00",μg/m3
仁武,高雄市,19,"2026-03-06 23:00",μg/m3
鳳山,高雄市,21,"2026-03-06 23:00",μg/m3
大寮,高雄市,18,"2026-03-06 23:00",μg/m3
林園,高雄市,23,"2026-03-06 23:00",μg/m3
楠梓,高雄市,14,"2026-03-06 23:00",μg/m3
左營,高雄市,14,"2026-03-06 23:00",μg/m3
前金,高雄市,15,"2026-03-06 23:00",μg/m3
前鎮,高雄市,16,"2026-03-06 23:00",μg/m3
小港,高雄市,16,"2026-03-06 23:00",μg/m3
屏東,屏東縣,18,"2026-03-06 23:00",μg/m3
潮州,屏東縣,18,"2026-03-06 23:00",μg/m3
恆春,屏東縣,8,"2026-03-06 23:00",μg/m3
臺東,臺東縣,7,"2026-03-06 23:00",μg/m3
花蓮,花蓮縣,0,"2026-03-06 23:00",μg/m3
陽明,臺北市,9,"2026-03-06 23:00",μg/m3
宜蘭,宜蘭縣,7,"2026-03-06 23:00",μg/m3
冬山,宜蘭縣,10,"2026-03-06 23:00",μg/m3
三重,新北市,14,"2026-03-06 23:00",μg/m3
中壢,桃園市,15,"2026-03-06 23:00",μg/m3
竹山,南投縣,9,"2026-03-06 23:00",μg/m3
永和,新北市,19,"2026-03-06 23:00",μg/m3
復興,高雄市,18,"2026-03-06 23:00",μg/m3
埔里,南投縣,11,"2026-03-06 23:00",μg/m3
馬祖,連江縣,26,"2026-03-06 23:00",μg/m3
金門,金門縣,35,"2026-03-06 23:00",μg/m3
馬公,澎湖縣,16,"2026-03-06 23:00",μg/m3
關山,臺東縣,7,"2026-03-06 23:00",μg/m3
麥寮,雲林縣,12,"2026-03-06 23:00",μg/m3
富貴角,新北市,26,"2026-03-06 23:00",μg/m3
大城,彰化縣,15,"2026-03-06 23:00",μg/m3
臺灣大道,臺中市,9,"2026-03-06 23:00",μg/m3
員林,彰化縣,6,"2026-03-06 23:00",μg/m3
林森,臺南市,15,"2026-03-06 23:00",μg/m3
板橋,新北市,16,"2026-03-06 23:00",μg/m3
新莊,新北市,18,"2026-03-06 23:00",μg/m3
基隆,基隆市,16,"2026-03-06 23:00",μg/m3
汐止,新北市,11,"2026-03-06 23:00",μg/m3
新店,新北市,12,"2026-03-06 23:00",μg/m3
土城,新北市,15,"2026-03-06 23:00",μg/m3
菜寮,新北市,17,"2026-03-06 23:00",μg/m3
林口,新北市,13,"2026-03-06 23:00",μg/m3
淡水,新北市,16,"2026-03-06 23:00",μg/m3
士林,臺北市,16,"2026-03-06 23:00",μg/m3
中山,臺北市,19,"2026-03-06 23:00",μg/m3
萬華,臺北市,19,"2026-03-06 23:00",μg/m3
古亭,臺北市,18,"2026-03-06 23:00",μg/m3
松山,臺北市,14,"2026-03-06 23:00",μg/m3
大同,臺北市,16,"2026-03-06 23:00",μg/m3
桃園,桃園市,11,"2026-03-06 23:00",μg/m3
大園,桃園市,13,"2026-03-06 23:00",μg/m3
觀音,桃園市,17,"2026-03-06 23:00",μg/m3
平鎮,桃園市,11,"2026-03-06 23:00",μg/m3
龍潭,桃園市,12,"2026-03-06 23:00",μg/m3
湖口,新竹縣,11,"2026-03-06 23:00",μg/m3
竹東,新竹縣,10,"2026-03-06 23:00",μg/m3
新竹,新竹市,10,"2026-03-06 23:00",μg/m3
頭份,苗栗縣,11,"2026-03-06 23:00",μg/m3
苗栗,苗栗縣,8,"2026-03-06 23:00",μg/m3
三義,苗栗縣,2,"2026-03-06 23:00",μg/m3
豐原,臺中市,4,"2026-03-06 23:00",μg/m3
沙鹿,臺中市,9,"2026-03-06 23:00",μg/m3
大里,臺中市,4,"2026-03-06 23:00",μg/m3
忠明,臺中市,8,"2026-03-06 23:00",μg/m3
西屯,臺中市,4,"2026-03-06 23:00",μg/m3
彰化,彰化縣,9,"2026-03-06 23:00",μg/m3
線西,彰化縣,11,"2026-03-06 23:00",μg/m3
二林,彰化縣,9,"2026-03-06 23:00",μg/m3
南投,南投縣,8,"2026-03-06 23:00",μg/m3
斗六,雲林縣,10,"2026-03-06 23:00",μg/m3
崙背,雲林縣,9,"2026-03-06 23:00",μg/m3
新港,嘉義縣,10,"2026-03-06 23:00",μg/m3
臺西,雲林縣,8,"2026-03-06 23:00",μg/m3
小港,高雄市,21,"2026-03-06 22:00",μg/m3
屏東,屏東縣,12,"2026-03-06 22:00",μg/m3
潮州,屏東縣,24,"2026-03-06 22:00",μg/m3
恆春,屏東縣,14,"2026-03-06 22:00",μg/m3
臺東,臺東縣,5,"2026-03-06 22:00",μg/m3
基隆,基隆市,13,"2026-03-06 22:00",μg/m3
汐止,新北市,10,"2026-03-06 22:00",μg/m3
新店,新北市,6,"2026-03-06 22:00",μg/m3
土城,新北市,15,"2026-03-06 22:00",μg/m3
板橋,新北市,18,"2026-03-06 22:00",μg/m3
新莊,新北市,17,"2026-03-06 22:00",μg/m3
菜寮,新北市,15,"2026-03-06 22:00",μg/m3
林口,新北市,10,"2026-03-06 22:00",μg/m3
淡水,新北市,15,"2026-03-06 22:00",μg/m3
士林,臺北市,10,"2026-03-06 22:00",μg/m3
中山,臺北市,16,"2026-03-06 22:00",μg/m3
萬華,臺北市,11,"2026-03-06 22:00",μg/m3
古亭,臺北市,19,"2026-03-06 22:00",μg/m3
松山,臺北市,15,"2026-03-06 22:00",μg/m3
大同,臺北市,15,"2026-03-06 22:00",μg/m3
桃園,桃園市,17,"2026-03-06 22:00",μg/m3
大園,桃園市,13,"2026-03-06 22:00",μg/m3
觀音,桃園市,13,"2026-03-06 22:00",μg/m3
平鎮,桃園市,15,"2026-03-06 22:00",μg/m3
龍潭,桃園市,13,"2026-03-06 22:00",μg/m3
湖口,新竹縣,13,"2026-03-06 22:00",μg/m3
竹東,新竹縣,8,"2026-03-06 22:00",μg/m3
新竹,新竹市,12,"2026-03-06 22:00",μg/m3
頭份,苗栗縣,9,"2026-03-06 22:00",μg/m3
苗栗,苗栗縣,2,"2026-03-06 22:00",μg/m3
三義,苗栗縣,1,"2026-03-06 22:00",μg/m3
豐原,臺中市,7,"2026-03-06 22:00",μg/m3
沙鹿,臺中市,6,"2026-03-06 22:00",μg/m3
大里,臺中市,7,"2026-03-06 22:00",μg/m3
忠明,臺中市,6,"2026-03-06 22:00",μg/m3
西屯,臺中市,1,"2026-03-06 22:00",μg/m3
彰化,彰化縣,6,"2026-03-06 22:00",μg/m3
線西,彰化縣,10,"2026-03-06 22:00",μg/m3
二林,彰化縣,8,"2026-03-06 22:00",μg/m3
南投,南投縣,7,"2026-03-06 22:00",μg/m3
斗六,雲林縣,11,"2026-03-06 22:00",μg/m3
崙背,雲林縣,10,"2026-03-06 22:00",μg/m3
新港,嘉義縣,10,"2026-03-06 22:00",μg/m3
朴子,嘉義縣,12,"2026-03-06 22:00",μg/m3
臺西,雲林縣,6,"2026-03-06 22:00",μg/m3
嘉義,嘉義市,11,"2026-03-06 22:00",μg/m3
新營,臺南市,11,"2026-03-06 22:00",μg/m3
善化,臺南市,13,"2026-03-06 22:00",μg/m3
安南,臺南市,20,"2026-03-06 22:00",μg/m3
臺南,臺南市,15,"2026-03-06 22:00",μg/m3
美濃,高雄市,11,"2026-03-06 22:00",μg/m3
花蓮,花蓮縣,1,"2026-03-06 22:00",μg/m3
陽明,臺北市,5,"2026-03-06 22:00",μg/m3
宜蘭,宜蘭縣,4,"2026-03-06 22:00",μg/m3
冬山,宜蘭縣,9,"2026-03-06 22:00",μg/m3
三重,新北市,17,"2026-03-06 22:00",μg/m3
中壢,桃園市,15,"2026-03-06 22:00",μg/m3
竹山,南投縣,7,"2026-03-06 22:00",μg/m3
永和,新北市,12,"2026-03-06 22:00",μg/m3
復興,高雄市,20,"2026-03-06 22:00",μg/m3
埔里,南投縣,7,"2026-03-06 22:00",μg/m3
馬祖,連江縣,28,"2026-03-06 22:00",μg/m3
金門,金門縣,36,"2026-03-06 22:00",μg/m3
馬公,澎湖縣,12,"2026-03-06 22:00",μg/m3
關山,臺東縣,7,"2026-03-06 22:00",μg/m3
麥寮,雲林縣,8,"2026-03-06 22:00",μg/m3
富貴角,新北市,21,"2026-03-06 22:00",μg/m3
大城,彰化縣,10,"2026-03-06 22:00",μg/m3
臺灣大道,臺中市,6,"2026-03-06 22:00",μg/m3
員林,彰化縣,9,"2026-03-06 22:00",μg/m3
林森,臺南市,15,"2026-03-06 22:00",μg/m3
橋頭,高雄市,16,"2026-03-06 22:00",μg/m3
仁武,高雄市,19,"2026-03-06 22:00",μg/m3
鳳山,高雄市,22,"2026-03-06 22:00",μg/m3
大寮,高雄市,15,"2026-03-06 22:00",μg/m3
林園,高雄市,21,"2026-03-06 22:00",μg/m3
楠梓,高雄市,19,"2026-03-06 22:00",μg/m3
左營,高雄市,15,"2026-03-06 22:00",μg/m3
前金,高雄市,16,"2026-03-06 22:00",μg/m3
前鎮,高雄市,17,"2026-03-06 22:00",μg/m3
員林,彰化縣,8,"2026-03-06 21:00",μg/m3
沙鹿,臺中市,9,"2026-03-06 21:00",μg/m3
臺灣大道,臺中市,6,"2026-03-06 21:00",μg/m3
大城,彰化縣,11,"2026-03-06 21:00",μg/m3
富貴角,新北市,25,"2026-03-06 21:00",μg/m3
麥寮,雲林縣,15,"2026-03-06 21:00",μg/m3
關山,臺東縣,7,"2026-03-06 21:00",μg/m3
馬公,澎湖縣,13,"2026-03-06 21:00",μg/m3
金門,金門縣,33,"2026-03-06 21:00",μg/m3
馬祖,連江縣,22,"2026-03-06 21:00",μg/m3
埔里,南投縣,7,"2026-03-06 21:00",μg/m3
復興,高雄市,20,"2026-03-06 21:00",μg/m3
永和,新北市,14,"2026-03-06 21:00",μg/m3
竹山,南投縣,5,"2026-03-06 21:00",μg/m3
中壢,桃園市,10,"2026-03-06 21:00",μg/m3
三重,新北市,15,"2026-03-06 21:00",μg/m3
冬山,宜蘭縣,8,"2026-03-06 21:00",μg/m3
宜蘭,宜蘭縣,3,"2026-03-06 21:00",μg/m3
陽明,臺北市,6,"2026-03-06 21:00",μg/m3
花蓮,花蓮縣,5,"2026-03-06 21:00",μg/m3
臺東,臺東縣,5,"2026-03-06 21:00",μg/m3
恆春,屏東縣,7,"2026-03-06 21:00",μg/m3
潮州,屏東縣,27,"2026-03-06 21:00",μg/m3
新營,臺南市,10,"2026-03-06 21:00",μg/m3
善化,臺南市,11,"2026-03-06 21:00",μg/m3
橋頭,高雄市,20,"2026-03-06 21:00",μg/m3
仁武,高雄市,17,"2026-03-06 21:00",μg/m3
鳳山,高雄市,20,"2026-03-06 21:00",μg/m3
大寮,高雄市,23,"2026-03-06 21:00",μg/m3
林園,高雄市,26,"2026-03-06 21:00",μg/m3
楠梓,高雄市,16,"2026-03-06 21:00",μg/m3
安南,臺南市,17,"2026-03-06 21:00",μg/m3
臺南,臺南市,18,"2026-03-06 21:00",μg/m3
大同,臺北市,12,"2026-03-06 21:00",μg/m3
松山,臺北市,13,"2026-03-06 21:00",μg/m3
古亭,臺北市,18,"2026-03-06 21:00",μg/m3
萬華,臺北市,14,"2026-03-06 21:00",μg/m3
中山,臺北市,20,"2026-03-06 21:00",μg/m3
士林,臺北市,8,"2026-03-06 21:00",μg/m3
淡水,新北市,14,"2026-03-06 21:00",μg/m3
左營,高雄市,22,"2026-03-06 21:00",μg/m3
前金,高雄市,16,"2026-03-06 21:00",μg/m3
前鎮,高雄市,18,"2026-03-06 21:00",μg/m3
小港,高雄市,21,"2026-03-06 21:00",μg/m3
屏東,屏東縣,16,"2026-03-06 21:00",μg/m3
林口,新北市,13,"2026-03-06 21:00",μg/m3
菜寮,新北市,8,"2026-03-06 21:00",μg/m3
新莊,新北市,12,"2026-03-06 21:00",μg/m3
大里,臺中市,5,"2026-03-06 21:00",μg/m3
忠明,臺中市,7,"2026-03-06 21:00",μg/m3
西屯,臺中市,4,"2026-03-06 21:00",μg/m3
彰化,彰化縣,11,"2026-03-06 21:00",μg/m3
板橋,新北市,17,"2026-03-06 21:00",μg/m3
美濃,高雄市,21,"2026-03-06 21:00",μg/m3
線西,彰化縣,10,"2026-03-06 21:00",μg/m3
二林,彰化縣,9,"2026-03-06 21:00",μg/m3
南投,南投縣,9,"2026-03-06 21:00",μg/m3
斗六,雲林縣,11,"2026-03-06 21:00",μg/m3
崙背,雲林縣,13,"2026-03-06 21:00",μg/m3
新港,嘉義縣,11,"2026-03-06 21:00",μg/m3
朴子,嘉義縣,13,"2026-03-06 21:00",μg/m3
臺西,雲林縣,11,"2026-03-06 21:00",μg/m3
嘉義,嘉義市,12,"2026-03-06 21:00",μg/m3
土城,新北市,11,"2026-03-06 21:00",μg/m3
新店,新北市,16,"2026-03-06 21:00",μg/m3
汐止,新北市,11,"2026-03-06 21:00",μg/m3
基隆,基隆市,11,"2026-03-06 21:00",μg/m3
頭份,苗栗縣,7,"2026-03-06 21:00",μg/m3
新竹,新竹市,15,"2026-03-06 21:00",μg/m3
竹東,新竹縣,2,"2026-03-06 21:00",μg/m3
湖口,新竹縣,9,"2026-03-06 21:00",μg/m3
龍潭,桃園市,6,"2026-03-06 21:00",μg/m3
豐原,臺中市,5,"2026-03-06 21:00",μg/m3
三義,苗栗縣,1,"2026-03-06 21:00",μg/m3
苗栗,苗栗縣,6,"2026-03-06 21:00",μg/m3
平鎮,桃園市,15,"2026-03-06 21:00",μg/m3
觀音,桃園市,12,"2026-03-06 21:00",μg/m3
大園,桃園市,11,"2026-03-06 21:00",μg/m3
桃園,桃園市,8,"2026-03-06 21:00",μg/m3
林森,臺南市,16,"2026-03-06 21:00",μg/m3
關山,臺東縣,6,"2026-03-06 20:00",μg/m3
南投,南投縣,8,"2026-03-06 20:00",μg/m3
二林,彰化縣,17,"2026-03-06 20:00",μg/m3
線西,彰化縣,9,"2026-03-06 20:00",μg/m3
彰化,彰化縣,6,"2026-03-06 20:00",μg/m3
西屯,臺中市,4,"2026-03-06 20:00",μg/m3
忠明,臺中市,6,"2026-03-06 20:00",μg/m3
大里,臺中市,4,"2026-03-06 20:00",μg/m3
沙鹿,臺中市,10,"2026-03-06 20:00",μg/m3
豐原,臺中市,7,"2026-03-06 20:00",μg/m3
斗六,雲林縣,7,"2026-03-06 20:00",μg/m3
崙背,雲林縣,12,"2026-03-06 20:00",μg/m3
新港,嘉義縣,11,"2026-03-06 20:00",μg/m3
朴子,嘉義縣,10,"2026-03-06 20:00",μg/m3
臺西,雲林縣,10,"2026-03-06 20:00",μg/m3
嘉義,嘉義市,10,"2026-03-06 20:00",μg/m3
新營,臺南市,15,"2026-03-06 20:00",μg/m3
善化,臺南市,16,"2026-03-06 20:00",μg/m3
安南,臺南市,16,"2026-03-06 20:00",μg/m3
臺南,臺南市,17,"2026-03-06 20:00",μg/m3
美濃,高雄市,19,"2026-03-06 20:00",μg/m3
橋頭,高雄市,23,"2026-03-06 20:00",μg/m3
仁武,高雄市,28,"2026-03-06 20:00",μg/m3
鳳山,高雄市,24,"2026-03-06 20:00",μg/m3
大寮,高雄市,25,"2026-03-06 20:00",μg/m3
林園,高雄市,25,"2026-03-06 20:00",μg/m3
楠梓,高雄市,21,"2026-03-06 20:00",μg/m3
左營,高雄市,25,"2026-03-06 20:00",μg/m3
前金,高雄市,23,"2026-03-06 20:00",μg/m3
前鎮,高雄市,21,"2026-03-06 20:00",μg/m3
小港,高雄市,25,"2026-03-06 20:00",μg/m3
屏東,屏東縣,25,"2026-03-06 20:00",μg/m3
潮州,屏東縣,26,"2026-03-06 20:00",μg/m3
恆春,屏東縣,9,"2026-03-06 20:00",μg/m3
大城,彰化縣,12,"2026-03-06 20:00",μg/m3
三義,苗栗縣,5,"2026-03-06 20:00",μg/m3
臺東,臺東縣,6,"2026-03-06 20:00",μg/m3
花蓮,花蓮縣,4,"2026-03-06 20:00",μg/m3
陽明,臺北市,5,"2026-03-06 20:00",μg/m3
宜蘭,宜蘭縣,6,"2026-03-06 20:00",μg/m3
冬山,宜蘭縣,6,"2026-03-06 20:00",μg/m3
三重,新北市,8,"2026-03-06 20:00",μg/m3
中壢,桃園市,12,"2026-03-06 20:00",μg/m3
竹山,南投縣,6,"2026-03-06 20:00",μg/m3
永和,新北市,13,"2026-03-06 20:00",μg/m3
苗栗,苗栗縣,11,"2026-03-06 20:00",μg/m3
頭份,苗栗縣,9,"2026-03-06 20:00",μg/m3
新竹,新竹市,11,"2026-03-06 20:00",μg/m3
竹東,新竹縣,0,"2026-03-06 20:00",μg/m3
湖口,新竹縣,9,"2026-03-06 20:00",μg/m3
龍潭,桃園市,6,"2026-03-06 20:00",μg/m3
平鎮,桃園市,12,"2026-03-06 20:00",μg/m3
觀音,桃園市,17,"2026-03-06 20:00",μg/m3
大園,桃園市,12,"2026-03-06 20:00",μg/m3
桃園,桃園市,5,"2026-03-06 20:00",μg/m3
大同,臺北市,9,"2026-03-06 20:00",μg/m3
松山,臺北市,8,"2026-03-06 20:00",μg/m3
古亭,臺北市,8,"2026-03-06 20:00",μg/m3
萬華,臺北市,7,"2026-03-06 20:00",μg/m3
中山,臺北市,7,"2026-03-06 20:00",μg/m3
士林,臺北市,5,"2026-03-06 20:00",μg/m3
淡水,新北市,11,"2026-03-06 20:00",μg/m3
林口,新北市,13,"2026-03-06 20:00",μg/m3
菜寮,新北市,7,"2026-03-06 20:00",μg/m3
新莊,新北市,9,"2026-03-06 20:00",μg/m3
板橋,新北市,7,"2026-03-06 20:00",μg/m3
土城,新北市,5,"2026-03-06 20:00",μg/m3
新店,新北市,10,"2026-03-06 20:00",μg/m3
